Name complex,room number,square,floor,Цена на 25.01.2022,Цена на 11.06.2022,Цена на 15.02.2023
complex URAL,3,77.34,15,88000,109000,137000

complex URAL,3,79.14,7,88000,109000,137000

complex URAL,3,79.14,8,88000,109000,137000

complex URAL,3,79.14,9,88000,109000,137000

complex URAL,3,79.14,10,88000,109000,137000

complex URAL,3,79.14,11,88000,109000,137000

complex URAL,3,79.14,12,88000,109000,137000

complex URAL,3,79.14,13,88000,109000,137000

complex URAL,3,79.14,14,88000,109000,137000

complex URAL,3,79.14,15,88000,109000,137000

complex URAL,3,77.34,16,93000,114000,142700

complex URAL,3,77.34,17,93000,114000,142700

complex URAL,3,77.34,18,93000,114000,142700

complex URAL,3,77.34,19,93000,114000,142700

complex URAL,3,77.34,20,93000,114000,142700

complex URAL,3,77.34,21,93000,114000,142700

complex URAL,3,77.34,22,93000,114000,142700

complex URAL,3,77.34,23,93000,114000,142700

complex URAL,3,79.14,16,93000,114000,142700

complex URAL,3,79.14,17,93000,114000,142700

complex URAL,3,79.14,18,93000,114000,142700

complex URAL,3,79.14,19,93000,114000,142700

complex URAL,3,79.14,20,93000,114000,142700

complex URAL,3,79.14,21,93000,114000,142700

complex URAL,3,79.14,22,93000,114000,142700

complex URAL,3,79.14,23,93000,114000,142700

complex URAL,3,90.91,3,81000,101000,125000

complex URAL,3,90.91,4,81000,101000,125000

complex URAL,3,90.91,5,81000,101000,125000

complex URAL,3,90.91,6,81000,101000,125000

complex URAL,3,92.68,3,81000,101000,125000

complex URAL,3,92.68,4,81000,101000,125000

complex URAL,3,92.68,5,81000,101000,125000

complex URAL,3,92.68,6,81000,101000,125000

complex URAL,3,90.91,7,87000,107000,131800

complex URAL,3,90.91,8,87000,107000,131800

complex URAL,3,90.91,9,87000,107000,131800

complex URAL,3,90.91,10,87000,107000,131800

complex URAL,3,90.91,11,87000,107000,131800

complex URAL,3,90.91,12,87000,107000,131800

complex URAL,3,90.91,13,87000,107000,131800

complex URAL,3,90.91,14,87000,107000,131800

complex URAL,3,90.91,15,87000,107000,131800

complex URAL,3,92.68,7,87000,107000,131800

complex URAL,3,92.68,8,87000,107000,131800

complex URAL,3,92.68,9,87000,107000,131800

complex URAL,3,92.68,10,87000,107000,131800

complex URAL,3,92.68,11,87000,107000,131800

complex URAL,3,92.68,12,87000,107000,131800

complex URAL,3,92.68,13,87000,107000,131800

complex URAL,3,92.68,14,87000,107000,131800

complex URAL,3,92.68,15,87000,107000,131800

complex URAL,3,90.91,16,91000,111000,136300

complex URAL,3,90.91,17,91000,111000,136300

complex URAL,3,90.91,18,91000,111000,136300

complex URAL,3,90.91,19,91000,111000,136300

complex URAL,3,90.91,20,91000,111000,136300

complex URAL,3,90.91,21,91000,111000,136300

complex URAL,3,90.91,22,91000,111000,136300

complex URAL,3,90.91,23,91000,111000,136300

complex URAL,3,92.68,16,91000,111000,136300

complex URAL,3,92.68,17,91000,111000,136300

complex URAL,3,92.68,18,91000,111000,136300

complex URAL,3,92.68,19,91000,111000,136300

complex URAL,3,92.68,20,91000,111000,136300

complex URAL,3,92.68,21,91000,111000,136300

complex URAL,3,92.68,22,91000,111000,136300

complex URAL,3,92.68,23,91000,111000,136300

complex Zelenodar; liter 4А,1,38.4,1,96000,111000,117700

complex Zelenodar; liter 4А,1,42.3,1,96000,111000,117700

complex Zelenodar; liter 4А,1,38.4,2,98000,113000,119900

complex Zelenodar; liter 4А,1,38.4,3,98000,113000,119900

complex Zelenodar; liter 4А,1,38.4,4,98000,113000,119900

complex Zelenodar; liter 4А,1,42.3,2,98000,113000,119900

complex Zelenodar; liter 4А,1,42.3,3,98000,113000,119900

complex Zelenodar; liter 4А,1,42.3,4,98000,113000,119900

complex Zelenodar; liter 4А,1,38.4,5,100000,115000,122100

complex Zelenodar; liter 4А,1,38.4,6,100000,115000,122100

complex Zelenodar; liter 4А,1,38.4,7,100000,115000,122100

complex Zelenodar; liter 4А,1,38.4,8,100000,115000,122100

complex Zelenodar; liter 4А,1,42.3,5,100000,115000,122100

complex Zelenodar; liter 4А,1,42.3,6,100000,115000,122100

complex Zelenodar; liter 4А,1,42.3,7,100000,115000,122100

complex Zelenodar; liter 4А,1,42.3,8,100000,115000,122100

complex Zelenodar; liter 4А,1,38.4,9,102000,118000,124900

complex Zelenodar; liter 4А,1,38.4,10,102000,118000,124900

complex Zelenodar; liter 4А,1,38.4,11,102000,118000,124900

complex Zelenodar; liter 4А,1,38.4,12,102000,118000,124900

complex Zelenodar; liter 4А,1,42.3,9,102000,118000,124900

complex Zelenodar; liter 4А,1,42.3,10,102000,118000,124900

complex Zelenodar; liter 4А,1,42.3,11,102000,118000,124900

complex Zelenodar; liter 4А,1,42.3,12,102000,118000,124900

complex Zelenodar; liter 4А,1,38.4,13,104000,120000,127100

complex Zelenodar; liter 4А,1,38.4,14,104000,120000,127100

complex Zelenodar; liter 4А,1,38.4,15,104000,120000,127100

complex Zelenodar; liter 4А,1,38.4,16,104000,120000,127100

complex Zelenodar; liter 4А,1,42.3,13,104000,120000,127100

complex Zelenodar; liter 4А,1,42.3,14,104000,120000,127100

complex Zelenodar; liter 4А,1,42.3,15,104000,120000,127100

complex Zelenodar; liter 4А,1,42.3,16,104000,120000,127100

complex Zelenodar; liter 4А,2,70.3,1,80000,94000,112900

complex Zelenodar; liter 4А,2,71.8,1,80000,94000,112900

complex Zelenodar; liter 4А,2,70.3,2,81000,95000,114000

complex Zelenodar; liter 4А,2,70.3,3,81000,95000,114000

complex Zelenodar; liter 4А,2,70.3,4,81000,95000,114000

complex Zelenodar; liter 4А,2,71.8,2,81000,95000,114000

complex Zelenodar; liter 4А,2,71.8,3,81000,95000,114000

complex Zelenodar; liter 4А,2,71.8,4,81000,95000,114000

complex Zelenodar; liter 4А,2,70.3,5,82000,96000,115100

complex Zelenodar; liter 4А,2,70.3,6,82000,96000,115100

complex Zelenodar; liter 4А,2,70.3,7,82000,96000,115100

complex Zelenodar; liter 4А,2,70.3,8,82000,96000,115100

complex Zelenodar; liter 4А,2,71.8,5,82000,96000,115100

complex Zelenodar; liter 4А,2,71.8,6,82000,96000,115100

complex Zelenodar; liter 4А,2,71.8,7,82000,96000,115100

complex Zelenodar; liter 4А,2,71.8,8,82000,96000,115100

complex Zelenodar; liter 4А,2,70.3,9,83000,97000,116200

complex Zelenodar; liter 4А,2,70.3,10,83000,97000,116200

complex Zelenodar; liter 4А,2,70.3,11,83000,97000,116200

complex Zelenodar; liter 4А,2,70.3,12,83000,97000,116200

complex Zelenodar; liter 4А,2,71.8,9,83000,97000,116200

complex Zelenodar; liter 4А,2,71.8,10,83000,97000,116200

complex Zelenodar; liter 4А,2,71.8,11,83000,97000,116200

complex Zelenodar; liter 4А,2,71.8,12,83000,97000,116200

complex Zelenodar; liter 4А,2,70.3,13,84000,98000,117300

complex Zelenodar; liter 4А,2,70.3,14,84000,98000,117300

complex Zelenodar; liter 4А,2,70.3,15,84000,98000,117300

complex Zelenodar; liter 4А,2,70.3,16,84000,98000,117300

complex Zelenodar; liter 4А,2,71.8,13,84000,98000,117300

complex Zelenodar; liter 4А,2,71.8,14,84000,98000,117300

complex Zelenodar; liter 4А,2,71.8,15,84000,98000,117300

complex Zelenodar; liter 4А,2,71.8,16,84000,98000,117300

complex Zelenodar; liter 4А,3,91.2,2,74000,87000,98500

complex Zelenodar; liter 4А,3,91.2,3,74000,87000,98500

complex Zelenodar; liter 4А,3,91.2,4,74000,87000,98500

complex Zelenodar; liter 4А,3,91.2,5,75000,88000,99100

complex Zelenodar; liter 4А,3,91.2,6,75000,88000,99100

complex Zelenodar; liter 4А,3,91.2,7,75000,88000,99100

complex Zelenodar; liter 4А,3,91.2,8,75000,88000,99100

complex Zelenodar; liter 4А,3,91.2,9,76000,89000,100200

complex Zelenodar; liter 4А,3,91.2,10,76000,89000,100200

complex Zelenodar; liter 4А,3,91.2,11,76000,89000,100200

complex Zelenodar; liter 4А,3,91.2,12,76000,89000,100200

complex Zelenodar; liter 4А,3,91.2,13,77000,90000,101300

complex Zelenodar; liter 4А,3,91.2,14,77000,90000,101300

complex Zelenodar; liter 4А,3,91.2,15,77000,90000,101300

complex Zelenodar; liter 4А,3,91.2,16,77000,90000,101300

complex Fresh; liter 2,3,88.8,3,85000,106000,118700

complex Fresh; liter 2,3,88.8,4,85000,106000,118700

complex Fresh; liter 2,3,88.8,5,85000,106000,118700

complex Fresh; liter 2,3,88.8,6,85000,106000,118700

complex Fresh; liter 2,3,88.8,7,85000,106000,118700

complex Fresh; liter 2,3,88.8,8,85000,106000,118700

complex Fresh; liter 2,3,88.8,9,85000,106000,118700

complex Fresh; liter 2,3,88.8,10,86000,107100,119900

complex Fresh; liter 2,3,88.8,11,86000,107100,119900

complex Fresh; liter 2,3,88.8,12,86000,107100,119900

complex Fresh; liter 2,3,88.8,13,86000,107100,119900

complex Fresh; liter 2,3,88.8,14,86000,107100,119900

complex Fresh; liter 2,3,88.8,15,86000,107100,119900

complex Fresh; liter 2,3,88.8,16,86000,107100,119900

complex Fresh; liter 2,3,88.8,17,86000,107100,119900

complex Fresh; liter 2,3,88.8,18,86000,107100,119900

complex Fresh; liter 2,3,88.8,19,87000,108200,121000

complex Fresh; liter 2,3,88.8,20,87000,108200,121000

complex Fresh; liter 2,3,88.8,21,87000,108200,121000

complex Fresh; liter 2,3,88.8,22,87000,108200,121000

complex Fresh; liter 2,3,88.8,23,87000,108200,121000

complex Fresh; liter 2,3,88.8,24,87000,108200,121000

complex Fresh; liter 2,3,95.7,3,75000,94900,106400

complex Fresh; liter 2,3,95.7,4,75000,94900,106400

complex Fresh; liter 2,3,95.7,5,75000,94900,106400

complex Fresh; liter 2,3,95.7,6,75000,94900,106400

complex Fresh; liter 2,3,95.7,7,75000,94900,106400

complex Fresh; liter 2,3,95.7,8,75000,94900,106400

complex Fresh; liter 2,3,95.7,9,75000,94900,106400

complex Fresh; liter 2,3,96.9,3,75000,94900,106400

complex Fresh; liter 2,3,96.9,4,75000,94900,106400

complex Fresh; liter 2,3,96.9,5,75000,94900,106400

complex Fresh; liter 2,3,96.9,6,75000,94900,106400

complex Fresh; liter 2,3,96.9,7,75000,94900,106400

complex Fresh; liter 2,3,96.9,8,75000,94900,106400

complex Fresh; liter 2,3,96.9,9,75000,94900,106400

complex Fresh; liter 2,3,95.7,10,76000,96000,107600

complex Fresh; liter 2,3,95.7,11,76000,96000,107600

complex Fresh; liter 2,3,95.7,12,76000,96000,107600

complex Fresh; liter 2,3,95.7,13,76000,96000,107600

complex Fresh; liter 2,3,95.7,14,76000,96000,107600

complex Fresh; liter 2,3,95.7,15,76000,96000,107600

complex Fresh; liter 2,3,95.7,16,76000,96000,107600

complex Fresh; liter 2,3,95.7,17,76000,96000,107600

complex Fresh; liter 2,3,95.7,18,76000,96000,107600

complex Fresh; liter 2,3,96.9,10,76000,96000,107600

complex Fresh; liter 2,3,96.9,11,76000,96000,107600

complex Fresh; liter 2,3,96.9,12,76000,96000,107600

complex Fresh; liter 2,3,96.9,13,76000,96000,107600

complex Fresh; liter 2,3,96.9,14,76000,96000,107600

complex Fresh; liter 2,3,96.9,15,76000,96000,107600

complex Fresh; liter 2,3,96.9,16,76000,96000,107600

complex Fresh; liter 2,3,96.9,17,76000,96000,107600

complex Fresh; liter 2,3,96.9,18,76000,96000,107600

complex Fresh; liter 2,3,95.7,19,77000,97100,108900

complex Fresh; liter 2,3,95.7,20,77000,97100,108900

complex Fresh; liter 2,3,95.7,21,77000,97100,108900

complex Fresh; liter 2,3,95.7,22,77000,97100,108900

complex Fresh; liter 2,3,95.7,23,77000,97100,108900

complex Fresh; liter 2,3,95.7,24,77000,97100,108900

complex Fresh; liter 2,3,96.9,19,77000,97100,108900

complex Fresh; liter 2,3,96.9,20,77000,97100,108900

complex Fresh; liter 2,3,96.9,21,77000,97100,108900

complex Fresh; liter 2,3,96.9,22,77000,97100,108900

complex Fresh; liter 2,3,96.9,23,77000,97100,108900

complex Fresh; liter 2,3,96.9,24,77000,97100,108900

complex Fresh; liter 2,3,97.8,3,72000,91600,102800

complex Fresh; liter 2,3,97.8,4,72000,91600,102800

complex Fresh; liter 2,3,97.8,5,72000,91600,102800

complex Fresh; liter 2,3,97.8,6,72000,91600,102800

complex Fresh; liter 2,3,97.8,7,72000,91600,102800

complex Fresh; liter 2,3,97.8,8,72000,91600,102800

complex Fresh; liter 2,3,97.8,9,72000,91600,102800

complex Fresh; liter 2,3,97.8,10,73000,92700,104000

complex Fresh; liter 2,3,97.8,11,73000,92700,104000

complex Fresh; liter 2,3,97.8,12,73000,92700,104000

complex Fresh; liter 2,3,97.8,13,73000,92700,104000

complex Fresh; liter 2,3,97.8,14,73000,92700,104000

complex Fresh; liter 2,3,97.8,15,73000,92700,104000

complex Fresh; liter 2,3,97.8,16,73000,92700,104000

complex Fresh; liter 2,3,97.8,17,73000,92700,104000

complex Fresh; liter 2,3,97.8,18,73000,92700,104000

complex Fresh; liter 2,3,97.8,19,74000,93800,105200

complex Fresh; liter 2,3,97.8,20,74000,93800,105200

complex Fresh; liter 2,3,97.8,21,74000,93800,105200

complex Fresh; liter 2,3,97.8,22,74000,93800,105200

complex Fresh; liter 2,3,97.8,23,74000,93800,105200

complex Fresh; liter 2,3,97.8,24,74000,93800,105200

complex Fresh; liter 2,3,104.2,3,84000,104900,117500

complex Fresh; liter 2,3,104.2,4,84000,104900,117500

complex Fresh; liter 2,3,104.2,5,84000,104900,117500

complex Fresh; liter 2,3,104.2,6,84000,104900,117500

complex Fresh; liter 2,3,104.2,7,84000,104900,117500

complex Fresh; liter 2,3,104.2,8,84000,104900,117500

complex Fresh; liter 2,3,104.2,9,84000,104900,117500

complex Fresh; liter 2,3,104.2,10,85000,106000,118700

complex Fresh; liter 2,3,104.2,11,85000,106000,118700

complex Fresh; liter 2,3,104.2,12,85000,106000,118700

complex Fresh; liter 2,3,104.2,13,85000,106000,118700

complex Fresh; liter 2,3,104.2,14,85000,106000,118700

complex Fresh; liter 2,3,104.2,15,85000,106000,118700

complex Fresh; liter 2,3,104.2,16,85000,106000,118700

complex Fresh; liter 2,3,104.2,17,85000,106000,118700

complex Fresh; liter 2,3,104.2,18,85000,106000,118700

complex Fresh; liter 2,3,104.2,19,86000,107100,119900

complex Fresh; liter 2,3,104.2,20,86000,107100,119900

complex Fresh; liter 2,3,104.2,21,86000,107100,119900

complex Fresh; liter 2,3,104.2,22,86000,107100,119900

complex Fresh; liter 2,3,104.2,23,86000,107100,119900

complex Fresh; liter 2,3,104.2,24,86000,107100,119900

complex Fresh; liter 3,3,97.8,3,73000,86000,106500

complex Fresh; liter 3,3,97.8,4,73000,86000,106500

complex Fresh; liter 3,3,97.8,5,73000,86000,106500

complex Fresh; liter 3,3,97.8,6,73000,86000,106500

complex Fresh; liter 3,3,97.8,7,74000,87000,106500

complex Fresh; liter 3,3,97.8,8,74000,87000,106500

complex Fresh; liter 3,3,97.8,9,74000,87000,106500

complex Fresh; liter 3,3,97.8,10,74000,87000,106500

complex Fresh; liter 3,3,97.8,11,75000,88000,106500

complex Fresh; liter 3,3,97.8,12,75000,88000,106500

complex Fresh; liter 3,3,97.8,13,75000,88000,106500

complex Fresh; liter 3,3,97.8,14,75000,88000,106500

complex Fresh; liter 3,3,97.8,15,75000,88000,106500

complex Fresh; liter 3,3,97.8,16,75000,88000,106500

complex Fresh; liter 3,3,97.8,17,77000,90000,106500

complex Fresh; liter 3,3,97.8,18,77000,90000,106500

complex Fresh; liter 3,3,97.8,19,77000,90000,106500

complex Fresh; liter 3,3,97.8,20,78000,91000,106500

complex Fresh; liter 3,3,97.8,21,78000,91000,106500

complex Fresh; liter 3,3,97.8,22,78000,91000,106500

complex Fresh; liter 3,3,97.8,23,78000,91000,106500

complex Fresh; liter 3,3,97.8,24,78000,91000,106500

complex Fresh; liter 4,1,41.4,3,114000,115000,146200

complex Fresh; liter 4,1,41.4,4,114000,115000,146200

complex Fresh; liter 4,1,41.4,5,114000,115000,146200

complex Fresh; liter 4,1,41.4,6,114000,115000,146200

complex Fresh; liter 4,1,43.1,3,114000,115000,146200

complex Fresh; liter 4,1,43.1,4,114000,115000,146200

complex Fresh; liter 4,1,43.1,5,114000,115000,146200

complex Fresh; liter 4,1,43.1,6,114000,115000,146200

complex Fresh; liter 4,1,41.4,7,116000,117000,148400

complex Fresh; liter 4,1,41.4,8,116000,117000,148400

complex Fresh; liter 4,1,41.4,9,116000,117000,148400

complex Fresh; liter 4,1,41.4,10,116000,117000,148400

complex Fresh; liter 4,1,43.1,7,116000,117000,148400

complex Fresh; liter 4,1,43.1,8,116000,117000,148400

complex Fresh; liter 4,1,43.1,9,116000,117000,148400

complex Fresh; liter 4,1,43.1,10,116000,117000,148400

complex Fresh; liter 4,1,41.4,11,117000,118000,149600

complex Fresh; liter 4,1,41.4,12,117000,118000,149600

complex Fresh; liter 4,1,41.4,13,117000,118000,149600

complex Fresh; liter 4,1,41.4,14,117000,118000,149600

complex Fresh; liter 4,1,41.4,15,117000,118000,149600

complex Fresh; liter 4,1,41.4,16,117000,118000,149600

complex Fresh; liter 4,1,43.1,11,117000,118000,149600

complex Fresh; liter 4,1,43.1,12,117000,118000,149600

complex Fresh; liter 4,1,43.1,13,117000,118000,149600

complex Fresh; liter 4,1,43.1,14,117000,118000,149600

complex Fresh; liter 4,1,43.1,15,117000,118000,149600

complex Fresh; liter 4,1,43.1,16,117000,118000,149600

complex Fresh; liter 4,1,41.4,17,119000,120000,151800

complex Fresh; liter 4,1,41.4,18,119000,120000,151800

complex Fresh; liter 4,1,41.4,19,119000,120000,151800

complex Fresh; liter 4,1,43.1,17,119000,120000,151800

complex Fresh; liter 4,1,43.1,18,119000,120000,151800

complex Fresh; liter 4,1,43.1,19,119000,120000,151800

complex Fresh; liter 4,1,41.4,20,120000,121000,152900

complex Fresh; liter 4,1,41.4,21,120000,121000,152900

complex Fresh; liter 4,1,41.4,22,120000,121000,152900

complex Fresh; liter 4,1,41.4,23,120000,121000,152900

complex Fresh; liter 4,1,41.4,24,120000,121000,152900

complex Fresh; liter 4,1,43.1,20,120000,121000,152900

complex Fresh; liter 4,1,43.1,21,120000,121000,152900

complex Fresh; liter 4,1,43.1,22,120000,121000,152900

complex Fresh; liter 4,1,43.1,23,120000,121000,152900

complex Fresh; liter 4,1,43.1,24,120000,121000,152900

complex Fresh; liter 4,1,39.8,3,116000,117000,148400

complex Fresh; liter 4,1,39.8,4,116000,117000,148400

complex Fresh; liter 4,1,39.8,5,116000,117000,148400

complex Fresh; liter 4,1,39.8,6,116000,117000,148400

complex Fresh; liter 4,1,41.5,3,116000,117000,148400

complex Fresh; liter 4,1,41.5,4,116000,117000,148400

complex Fresh; liter 4,1,41.5,5,116000,117000,148400

complex Fresh; liter 4,1,41.5,6,116000,117000,148400

complex Fresh; liter 4,1,39.8,7,118000,119000,150700

complex Fresh; liter 4,1,39.8,8,118000,119000,150700

complex Fresh; liter 4,1,39.8,9,118000,119000,150700

complex Fresh; liter 4,1,39.8,10,118000,119000,150700

complex Fresh; liter 4,1,41.5,7,118000,119000,150700

complex Fresh; liter 4,1,41.5,8,118000,119000,150700

complex Fresh; liter 4,1,41.5,9,118000,119000,150700

complex Fresh; liter 4,1,41.5,10,118000,119000,150700

complex Fresh; liter 4,1,39.8,11,119000,120000,151800

complex Fresh; liter 4,1,39.8,12,119000,120000,151800

complex Fresh; liter 4,1,39.8,13,119000,120000,151800

complex Fresh; liter 4,1,39.8,14,119000,120000,151800

complex Fresh; liter 4,1,39.8,15,119000,120000,151800

complex Fresh; liter 4,1,39.8,16,119000,120000,151800

complex Fresh; liter 4,1,41.5,11,119000,120000,151800

complex Fresh; liter 4,1,41.5,12,119000,120000,151800

complex Fresh; liter 4,1,41.5,13,119000,120000,151800

complex Fresh; liter 4,1,41.5,14,119000,120000,151800

complex Fresh; liter 4,1,41.5,15,119000,120000,151800

complex Fresh; liter 4,1,41.5,16,119000,120000,151800

complex Fresh; liter 4,1,39.8,17,121000,122000,154000

complex Fresh; liter 4,1,39.8,18,121000,122000,154000

complex Fresh; liter 4,1,39.8,19,121000,122000,154000

complex Fresh; liter 4,1,41.5,17,121000,122000,154000

complex Fresh; liter 4,1,41.5,18,121000,122000,154000

complex Fresh; liter 4,1,41.5,19,121000,122000,154000

complex Fresh; liter 4,1,39.8,20,122000,123000,155100

complex Fresh; liter 4,1,39.8,21,122000,123000,155100

complex Fresh; liter 4,1,39.8,22,122000,123000,155100

complex Fresh; liter 4,1,39.8,23,122000,123000,155100

complex Fresh; liter 4,1,39.8,24,122000,123000,155100

complex Fresh; liter 4,1,41.5,20,122000,123000,155100

complex Fresh; liter 4,1,41.5,21,122000,123000,155100

complex Fresh; liter 4,1,41.5,22,122000,123000,155100

complex Fresh; liter 4,1,41.5,23,122000,123000,155100

complex Fresh; liter 4,1,41.5,24,122000,123000,155100

complex Fresh; liter 4,2,64.8,3,85000,94000,128000

complex Fresh; liter 4,2,64.8,4,85000,94000,128000

complex Fresh; liter 4,2,64.8,5,85000,94000,128000

complex Fresh; liter 4,2,64.8,6,85000,94000,128000

complex Fresh; liter 4,2,65.9,3,85000,94000,128000

complex Fresh; liter 4,2,65.9,4,85000,94000,128000

complex Fresh; liter 4,2,65.9,5,85000,94000,128000

complex Fresh; liter 4,2,65.9,6,85000,94000,128000

complex Fresh; liter 4,2,64.8,7,87000,94000,128000

complex Fresh; liter 4,2,64.8,8,87000,94000,128000

complex Fresh; liter 4,2,64.8,9,87000,94000,128000

complex Fresh; liter 4,2,64.8,10,87000,94000,128000

complex Fresh; liter 4,2,65.9,7,87000,94000,128000

complex Fresh; liter 4,2,65.9,8,87000,94000,128000

complex Fresh; liter 4,2,65.9,9,87000,94000,128000

complex Fresh; liter 4,2,65.9,10,87000,94000,128000

complex Fresh; liter 4,2,64.8,11,88000,95000,129100

complex Fresh; liter 4,2,64.8,12,88000,95000,129100

complex Fresh; liter 4,2,64.8,13,88000,95000,129100

complex Fresh; liter 4,2,64.8,14,88000,95000,129100

complex Fresh; liter 4,2,64.8,15,88000,95000,129100

complex Fresh; liter 4,2,64.8,16,88000,95000,129100

complex Fresh; liter 4,2,65.9,11,88000,95000,129100

complex Fresh; liter 4,2,65.9,12,88000,95000,129100

complex Fresh; liter 4,2,65.9,13,88000,95000,129100

complex Fresh; liter 4,2,65.9,14,88000,95000,129100

complex Fresh; liter 4,2,65.9,15,88000,95000,129100

complex Fresh; liter 4,2,65.9,16,88000,95000,129100

complex Fresh; liter 4,2,64.8,17,90000,97000,131300

complex Fresh; liter 4,2,64.8,18,90000,97000,131300

complex Fresh; liter 4,2,64.8,19,90000,97000,131300

complex Fresh; liter 4,2,65.9,17,90000,97000,131300

complex Fresh; liter 4,2,65.9,18,90000,97000,131300

complex Fresh; liter 4,2,65.9,19,90000,97000,131300

complex Fresh; liter 4,2,64.8,20,91000,97000,131300

complex Fresh; liter 4,2,64.8,21,91000,97000,131300

complex Fresh; liter 4,2,64.8,22,91000,97000,131300

complex Fresh; liter 4,2,64.8,23,91000,97000,131300

complex Fresh; liter 4,2,64.8,24,91000,97000,131300

complex Fresh; liter 4,2,65.9,20,91000,97000,131300

complex Fresh; liter 4,2,65.9,21,91000,97000,131300

complex Fresh; liter 4,2,65.9,22,91000,97000,131300

complex Fresh; liter 4,2,65.9,23,91000,97000,131300

complex Fresh; liter 4,2,65.9,24,91000,97000,131300

complex Fresh; liter 4,1,67.4,3,99000,110000,140700

complex Fresh; liter 4,1,67.4,4,99000,110000,140700

complex Fresh; liter 4,1,67.4,5,99000,110000,140700

complex Fresh; liter 4,1,67.4,6,99000,110000,140700

complex Fresh; liter 4,1,67.4,7,101000,112000,142900

complex Fresh; liter 4,1,67.4,8,101000,112000,142900

complex Fresh; liter 4,1,67.4,9,101000,112000,142900

complex Fresh; liter 4,1,67.4,10,101000,112000,142900

complex Fresh; liter 4,1,67.4,11,103000,114000,145100

complex Fresh; liter 4,1,67.4,12,103000,114000,145100

complex Fresh; liter 4,1,67.4,13,103000,114000,145100

complex Fresh; liter 4,1,67.4,14,103000,114000,145100

complex Fresh; liter 4,1,67.4,15,103000,114000,145100

complex Fresh; liter 4,1,67.4,16,103000,114000,145100

complex Fresh; liter 4,1,67.4,17,106000,117000,148400

complex Fresh; liter 4,1,67.4,18,106000,117000,148400

complex Fresh; liter 4,1,67.4,19,106000,117000,148400

complex Fresh; liter 4,1,67.4,20,109000,120000,151800

complex Fresh; liter 4,1,67.4,21,109000,120000,151800

complex Fresh; liter 4,1,67.4,22,109000,120000,151800

complex Fresh; liter 4,1,67.4,23,109000,120000,151800

complex Fresh; liter 4,1,67.4,24,109000,120000,151800

complex Fresh; liter 4,2,91.6,3,73000,92000,125800

complex Fresh; liter 4,2,91.6,4,73000,92000,125800

complex Fresh; liter 4,2,91.6,5,73000,92000,125800

complex Fresh; liter 4,2,91.6,6,73000,92000,125800

complex Fresh; liter 4,2,91.6,7,74000,93000,126900

complex Fresh; liter 4,2,91.6,8,74000,93000,126900

complex Fresh; liter 4,2,91.6,9,74000,93000,126900

complex Fresh; liter 4,2,91.6,10,74000,93000,126900

complex Fresh; liter 4,2,91.6,11,75000,94000,128000

complex Fresh; liter 4,2,91.6,12,75000,94000,128000

complex Fresh; liter 4,2,91.6,13,75000,94000,128000

complex Fresh; liter 4,2,91.6,14,75000,94000,128000

complex Fresh; liter 4,2,91.6,15,75000,94000,128000

complex Fresh; liter 4,2,91.6,16,75000,94000,128000

complex Fresh; liter 4,2,91.6,17,77000,96000,130200

complex Fresh; liter 4,2,91.6,18,77000,96000,130200

complex Fresh; liter 4,2,91.6,19,77000,96000,130200

complex Fresh; liter 4,2,91.6,20,78000,97000,131300

complex Fresh; liter 4,2,91.6,21,78000,97000,131300

complex Fresh; liter 4,2,91.6,22,78000,97000,131300

complex Fresh; liter 4,2,91.6,23,78000,97000,131300

complex Fresh; liter 4,2,91.6,24,78000,97000,131300

complex Fresh; liter 4,3,95.4,3,73000,81000,115300

complex Fresh; liter 4,3,95.4,4,73000,81000,115300

complex Fresh; liter 4,3,95.4,5,73000,81000,115300

complex Fresh; liter 4,3,95.4,6,73000,81000,115300

complex Fresh; liter 4,3,95.4,7,74000,82000,116400

complex Fresh; liter 4,3,95.4,8,74000,82000,116400

complex Fresh; liter 4,3,95.4,9,74000,82000,116400

complex Fresh; liter 4,3,95.4,10,74000,82000,116400

complex Fresh; liter 4,3,95.4,11,75000,83000,117500

complex Fresh; liter 4,3,95.4,12,75000,83000,117500

complex Fresh; liter 4,3,95.4,13,75000,83000,117500

complex Fresh; liter 4,3,95.4,14,75000,83000,117500

complex Fresh; liter 4,3,95.4,15,75000,83000,117500

complex Fresh; liter 4,3,95.4,16,75000,83000,117500

complex Fresh; liter 4,3,95.4,17,77000,85000,119700

